Region_ID,Time_Period,Renewable_Capacity_Added_MW,Total_Energy_Demand_MWh,Coal_Power_Generation_MWh,Carbon_Emission_tCO2,Transmission_Capacity_MW,Transmission_Completion_Rate,PSA_Signed,DISCOM_Debt_USD,AT_C_Loss_Percent,Land_Acquisition_Delay_Months,Renewable_Subsidy_USD,Coal_Subsidy_USD,Energy_Storage_Capacity_MW,Economic_Growth_Rate,Project_ID,Project_Completion_Status
IN-HP,2010-11,288.24,8015204,1239473,10576381,28048,65.67880524862899,1,777529123,0.28824520474297066,5.0,71316093,250168354,3802.0,8.81,,
IN-UT,2015-12,0.0,9311485,3439925,11351279,30762,94.25689940007805,1,247025993,33.660383135088324,15.0,82188138,139473169,9620.0,9.93,,
IN-JH,2015-02,0.0,9978432,1822735,46246549,17166,72.79733289262444,0,284508333,9.635138830243939,,83864663,131320706,8117.0,-2.64,,
IN-RJ,2012-11,362.3,62508,4287199,16700463,18169,22.824456606593102,0,310220014,40.418404837389666,2.0,61503375,203216942,4465.0,9.77,,
IN-MH,2025-01,708.99,1372789,1786735,16689872,22131,74.23771511975403,1,478768697,6.605596040320644,21.0,90111894,333383608,3202.0,9.05,,
IN-PB,2016-07,0.0,6247605,3046226,43530636,7034,84.6528003086485,1,355233551,38.34031643485875,9.0,49191715,176982707,7010.0,6.57,,
IN-KA,2025-05,0.0,1112356,2800363,6105394,23445,1.9671081095503418,1,680624944,42.86097193682663,,65350683,48106859,7444.0,10.0,,
IN-KL,2023-06,219.25,7258096,4592812,34671187,8634,85.65759306535273,1,582088485,3.1679295780251304,11.0,99882,424457251,7647.0,-4.67,,
IN-HP,2014-02,889.67,4950222,1750479,39168478,36468,5.2174634064412695,1,714056959,28.603185892255254,4.0,71515448,121090471,6165.0,13.86,,
IN-TR,2015-12,57.95,6080541,3538245,48046119,483,5.542961692685678,1,133770839,16.949074118548385,3.0,53160654,85978979,1971.0,13.27,,
IN-LA,2023-04,0.0,3422094,974006,14656059,17905,16.646379602013383,1,995442391,39.462254872466005,32.0,36550093,444425241,8445.0,4.22,,
IN-LD,2010-11,147.47,1258677,3054349,21729254,32546,44.97573297394065,0,825895054,32.28238868706816,4.0,33071085,420692056,1929.0,2.89,,
IN-LD,2020-05,723.74,4528148,1013420,38145547,14171,70.16118089793848,0,819665100,,21.0,89561305,216304020,2187.0,10.39,,
IN-AN,2013-11,0.0,2713827,3646546,9291040,39935,46.330571455593905,1,742237908,,21.0,5236713,354681440,,1.03,,
IN-PB,2011-07,27.92,2994967,3077927,9158020,15461,91.8403698062704,1,597237875,4.776955089627921,,11821626,220599081,7843.0,3.77,,
IN-MN,2017-12,67.23,3357117,1914438,46932190,8127,93.96709504307795,0,377429622,2.9258958489290112,,37509283,92300874,2908.0,12.01,,
IN-JK,2010-10,33.37,2812828,4367982,477855,39098,56.136580610957665,0,319103799,21.880165214491655,8.0,20157114,223118378,8051.0,2.32,,
IN-OR,2020-09,184.59,943566,1860458,5153804,33371,68.37561445796777,0,595266093,12.260312950674134,,73196333,261629911,7438.0,14.94,,
IN-UP,2015-02,949.93,3567449,1816146,47982761,508,96.09536162994237,0,320236371,37.01218398921032,20.0,79454811,177310113,6825.0,11.45,,
IN-MP,2021-06,132.27,5538071,1880514,5207350,45705,49.20227149631437,1,577704333,43.387161706218045,,2199842,451245957,3038.0,13.06,,
IN-GJ,2013-11,69.42,1501459,4068774,21272456,4163,,1,271808126,26.011580293178916,8.0,56643310,412919083,2373.0,7.8,,
IN-BR,2019-10,404.13,9675233,2157979,21048056,5333,54.48946096996229,0,328893523,27.303457738487612,34.0,36778967,495583883,2190.0,13.26,,
IN-KA,2011-08,0.0,5918249,2163208,36827303,42965,24.959318885925974,0,604621742,7.513609382845255,14.0,22686496,261295494,,5.49,,
IN-AP,2024-10,305.1,1889343,3642646,23322044,20883,90.18820886234093,0,933624314,2.7241215690398226,33.0,4739698,83597273,2630.0,8.93,,
IN-MP,2016-10,140.47,8659018,1570185,21920557,30074,27.144136529912576,1,303035885,0.33859559520114657,26.0,6450678,55250707,9904.0,10.58,,
IN-MH,2018-06,0.0,7183834,1611861,11854956,20843,80.17178932717543,0,243209213,,35.0,93029355,41194003,8359.0,9.22,,
IN-MZ,2017-08,22.38,2594748,3528614,40860130,4746,,0,171654733,9.572188192165148,18.0,56856799,39109630,6799.0,7.56,,
IN-SK,2010-12,1177.74,8767324,932364,17264459,4884,68.64887083620283,0,95101455,34.2076482243393,26.0,39265342,48299635,6568.0,-4.2,,
IN-CH,2017-02,261.92,8490581,1400079,34924209,46175,32.426396483124556,0,563828073,44.4176323590975,13.0,76823552,419006400,4855.0,12.01,,
IN-HR,2018-12,364.37,5713551,1547071,41592925,38509,6.901517727653328,0,906792463,12.414348382935076,12.0,35609556,461987596,35.0,-4.36,,
IN-UP,2014-07,571.65,4521326,1459717,23972840,1089,70.14827694767249,1,551558907,18.444364757940875,21.0,60006939,228405693,,-1.17,,
IN-DN,2022-07,23.6,1817284,1399856,37046207,36130,82.03049669189349,0,751443415,18.490502415572273,5.0,66815751,466551811,6812.0,13.79,,
IN-GJ,2017-02,2105.19,9680739,2444979,12908860,4234,1.5040894897258905,0,448103901,43.4701435950959,10.0,34361425,294809767,7345.0,3.99,,
IN-JK,2025-12,680.19,874728,1424393,10577350,1971,72.82557382569192,0,164326998,36.210889737792215,1.0,70398362,335382799,6861.0,1.5,,
IN-MZ,2018-04,0.0,5747670,521137,38926226,16798,0.13615044422922162,1,177680769,1.3099147533298605,5.0,67165745,435626606,4636.0,4.3,,
IN-DN,2021-02,0.0,8311332,1870368,21838581,42095,12.566275263398852,1,87159321,2.09937665454899,35.0,12253715,361342401,9621.0,3.32,,
IN-HP,2016-05,1352.04,606506,2612991,44660170,31171,31.78386546436999,0,668306252,,7.0,62593543,206732451,4867.0,14.01,,
IN-GA,2010-02,99.08,1345497,2603236,26659439,22681,36.75094426391505,0,541475509,3.0106423713698147,36.0,82613647,483585102,1200.0,-0.58,,
IN-UP,2019-02,158.38,8592953,3675514,47182485,48889,41.32180304552436,1,732020466,,,41247264,126630527,4488.0,9.15,,
IN-PY,2017-01,207.22,7354919,3553542,49470716,10474,78.54241303010772,1,594997880,16.927366165228964,22.0,25223444,266990317,9865.0,10.12,,
IN-GA,2025-06,599.5,4967236,1402991,931444,30606,68.12455920345782,1,588030993,47.57498118749973,1.0,39474593,6616142,773.0,3.37,,
IN-TS,2016-09,0.0,7258180,3478100,18813700,24309,72.03854685981466,1,25579481,36.26777482750182,15.0,41214429,66120815,8266.0,4.87,,
IN-MZ,2013-12,247.9,1058040,4124376,43175094,45513,67.96944660429106,0,465338207,,26.0,43480448,380649811,8572.0,14.64,,
IN-AP,2012-10,0.0,1033120,4746719,16874877,32776,80.31703529403096,0,137433816,,29.0,73945182,245578028,5711.0,14.11,,
IN-SK,2025-01,0.0,817093,3020815,27179839,19681,99.86497588290655,0,97699320,36.68697120766685,21.0,72985993,125314331,1193.0,0.29,,
IN-JH,2020-01,34.46,4330755,2621838,17263066,35338,84.22151508615684,1,634685871,15.544707391127833,,81593325,493987603,2966.0,6.43,,
IN-TN,2019-09,1951.12,9980676,141057,34472332,45929,44.596072459840656,1,76066683,37.84924014434546,17.0,97288691,8008136,7835.0,4.46,,
IN-MP,2016-03,34.38,3947933,1909500,32436709,24596,91.62926468501549,1,730088264,13.424052146139259,8.0,37557481,245728252,9648.0,12.15,,
IN-KA,2011-04,28.81,868575,3705071,14916457,41505,29.48782023931994,0,897252775,7.612289262942951,12.0,34037107,465863473,1267.0,-2.42,,
IN-GA,2020-06,0.0,7434010,1536395,16945736,40542,54.72704486866792,0,462706139,36.325294291816796,24.0,29581461,144313334,2538.0,3.12,,
IN-NL,2018-06,82.6,3906235,221049,14324298,19008,64.81670900481915,0,327318359,14.163075224689143,15.0,12003163,63682136,6786.0,3.18,,
IN-GJ,2024-01,58.88,4086452,4510349,14139398,43980,99.2135359343768,0,366916693,45.93927729812407,34.0,43357663,329036159,3161.0,0.01,,
IN-DN,2023-01,865.06,3728171,200213,20409451,33710,39.63080027903384,0,635830814,33.02460033433528,4.0,55649359,397519995,2708.0,6.53,,
IN-SK,2021-06,0.0,3015690,3871423,335507,24419,44.30037697120402,0,556555108,29.417660324561933,34.0,70655540,360833937,5844.0,6.2,,
IN-PB,2018-04,468.22,7046465,1946711,6099106,23138,54.6618938325556,0,240570125,45.41415532969846,8.0,7054182,278066328,2770.0,5.9,,
IN-SK,2016-04,85.95,5580576,3878765,2076417,47253,,1,183302065,12.671959525131388,22.0,2703952,394280705,6047.0,7.92,,
IN-ML,2023-02,326.88,3090949,3119330,13940145,40430,76.45202951901007,1,251543917,,1.0,47837812,327838898,220.0,-1.02,,
IN-JK,2010-09,0.0,2666143,4493126,43258250,43985,25.923697766287525,0,625805332,48.88409443123462,29.0,34542078,444763766,8524.0,8.25,,
IN-AR,2011-03,16.5,6733446,1343289,6919905,24864,,0,47237503,,26.0,25463969,416470784,4028.0,10.27,,
IN-AN,2010-11,0.0,2201272,1433145,37690303,41986,65.77651953452491,0,79409100,13.05720091789238,2.0,77343094,77811392,2095.0,-3.64,,
IN-LD,2013-06,257.6,9903963,2540599,6626543,10599,41.1079874871231,1,479110702,49.584263812573184,2.0,68773192,344406851,,11.71,,
IN-OR,2010-11,31.79,1502701,656248,46589539,29181,27.27742940644573,0,441422386,16.49385195122153,32.0,61437011,140228719,,10.95,,
IN-SK,2019-10,0.0,5619156,1213296,16370514,587,91.26749144946491,0,161053320,,27.0,82677604,342531238,4078.0,-4.25,,
IN-KL,2025-03,55.48,6481550,210334,8837085,21127,13.533424201928558,0,834487613,3.5368425067967,32.0,84138073,124810988,4735.0,0.45,,
IN-GA,2014-03,0.0,888436,3563726,27243621,5894,86.37404657819883,1,676757959,10.721922942118905,24.0,5088852,96041950,8536.0,-1.26,,
IN-JH,2019-01,239.35,6697283,3945337,41017164,2363,99.33641617813052,1,36106922,29.074226291954595,8.0,16126000,232926766,7738.0,2.79,,
IN-RJ,2012-04,90.26,515724,4388618,15961926,8139,66.56661911910642,1,496101876,28.24968733580472,32.0,79671463,373963208,706.0,14.59,,
IN-MP,2010-12,0.0,538450,2387502,43257671,31909,55.99813708442425,0,814203437,3.1546779112025023,21.0,70258443,493478314,1489.0,0.98,,
IN-AR,2017-08,0.0,4514320,3279899,17653688,8098,,1,594028588,14.221668550177979,,73583407,485136745,85.0,-4.17,,
IN-SK,2021-08,0.0,6208304,3277091,30818440,16895,54.17028410189627,1,714332625,28.477632040632965,24.0,92643084,321940007,810.0,3.89,,
IN-CT,2017-08,150.74,5955952,410322,43533558,20524,,0,551774237,28.039960832630907,23.0,65420235,389388180,,13.43,,
IN-CH,2010-07,0.0,83685,1972203,13515133,14535,90.57135241391022,0,759646509,16.568498962982158,7.0,39487043,436053016,,-1.6,,
IN-SK,2019-02,0.0,1621441,4172452,6511333,22468,35.55210785838803,0,677997895,44.8771960527243,,35955202,442602388,7145.0,14.43,,
IN-LA,2018-04,92.96,3196903,4559776,38293757,31077,54.961254654321635,1,87857378,28.16051611929089,1.0,60156986,137041844,1460.0,1.44,,
IN-GJ,2016-03,0.0,2242640,1201526,45874831,5538,37.80400846403582,0,64568005,,30.0,95297286,338434494,7974.0,12.0,,
IN-ML,2015-09,688.61,8260443,1960491,33259868,45905,66.44411523851286,0,713448670,37.015437512385994,17.0,80285382,253738428,,0.25,,
IN-OR,2017-04,9.19,39186,805585,21559724,2640,43.60758377650888,1,372999535,2.8404706768472288,11.0,52637802,185886215,8655.0,7.86,,
IN-PB,2016-02,805.53,5471172,3815381,2219177,22023,83.9775954990349,0,93151465,20.77493954175584,19.0,71124642,107409726,,-0.64,,
IN-MP,2017-05,294.16,6714663,3847667,20135865,29906,62.82061746808326,0,753211127,29.479054027362473,4.0,84384620,122737035,4649.0,0.41,,
IN-UT,2014-10,112.63,7279173,1337681,35443025,33277,20.46202384950907,0,607788412,7.486618126493588,12.0,23147026,109178485,7963.0,9.25,,
IN-ML,2011-06,365.1,7987418,1961566,21116573,41811,72.4465982507836,1,692850865,32.519277835781004,8.0,61003473,415113022,9957.0,0.86,,
IN-CH,2023-09,47.17,3412798,4401567,20886288,13515,12.969370481584708,0,524939582,47.84774504838614,31.0,82699177,374975168,2118.0,4.64,,
IN-CT,2022-12,0.0,6526234,4405415,44681003,47154,,0,354918619,30.739889458510035,22.0,48633237,178960874,1523.0,10.1,,
IN-MN,2013-11,369.49,6109459,851835,6996020,36143,49.462388523643206,0,467664789,15.98277386780288,19.0,89603596,50666575,6147.0,7.59,,
IN-HP,2021-11,479.51,1937039,3961795,27391948,7426,1.4554682081021175,1,622926367,33.429811370581675,24.0,10398441,156913091,540.0,7.98,,
IN-LD,2018-11,0.0,2103472,4341890,49050940,27977,32.32602546027816,0,940980083,16.21973521154803,,52301196,133773102,329.0,-4.49,,
IN-AR,2012-03,198.86,1203072,4864329,28496193,13770,54.137009189222205,1,112308342,16.512253428735406,2.0,24762734,418432208,,7.81,,
IN-PY,2018-02,230.01,6074037,506730,21773332,445,12.16652618350017,1,36083784,22.952155033758594,,95555345,334757370,4144.0,4.14,,
IN-LA,2010-05,0.0,4893211,2489273,42443688,40708,44.674931277189465,0,230093338,0.050085995056153854,15.0,15506967,324749386,9752.0,14.52,,
IN-AR,2015-12,0.0,96811,1906235,41468666,16457,42.76057786077811,1,367098090,31.378280848862396,15.0,61950232,217447029,,-3.66,,
IN-CH,2011-02,360.76,3821389,3456588,9840761,44234,40.191885542410354,0,838796378,30.19081004088717,24.0,91346869,119760265,4596.0,8.77,,
IN-KL,2010-12,193.83,2091875,392307,9265931,40102,24.41409232868813,0,426491475,38.64047670099238,10.0,80846404,70857822,5765.0,14.99,,
IN-PB,2014-03,304.82,8391830,1633023,32877915,22735,21.86918361022947,0,529109290,24.35217209711542,36.0,12216967,377765681,9926.0,8.15,,
IN-BR,2011-06,0.0,2321266,4255502,37756257,17364,41.51562881303694,1,399557255,35.397435975424315,33.0,42909333,134453293,,11.97,,
IN-MP,2024-04,297.12,5091544,4599888,5528724,37742,16.726100492908614,0,574295775,42.12274447293552,36.0,41467211,99941668,1659.0,3.93,,
IN-TS,2011-07,0.0,6689593,209712,48708950,36644,,0,193469964,0.5494512479189084,11.0,81650178,430361466,132.0,1.42,,
IN-KA,2012-09,196.67,4906184,4956151,36626595,22096,,0,826563655,16.489464041397955,24.0,72686847,82145770,1721.0,-0.67,,
IN-JH,2016-09,677.32,7392583,2840240,41893297,49376,40.23339847142883,1,510867148,19.885829597183925,35.0,59258839,219439633,321.0,9.96,,
IN-UT,2020-12,0.0,8486085,1039499,22655541,39828,40.2925897638109,0,70696583,23.017021693478,31.0,47529802,83233070,4866.0,11.85,,
IN-AN,2025-01,443.11,6210842,1398770,17287041,13920,68.47276340828634,0,176090803,22.375293704493927,22.0,79748371,377446597,3918.0,2.69,,
IN-MH,2016-12,43.05,3957448,1759744,18974496,48990,,1,473965555,48.42038720365676,20.0,60380576,379134419,3789.0,11.02,,
IN-JH,2022-03,136.45,8770734,4846943,21330187,18907,97.14566251615456,0,549818828,,10.0,98076401,350229672,8151.0,5.55,,
IN-DL,2021-01,171.26,1033772,4241434,24549158,17108,27.62621067973219,1,857601629,7.224265487806991,5.0,62392453,87007359,7013.0,5.31,,
IN-TR,2016-11,320.33,7689140,1095540,34360557,1949,62.157511545167246,1,805262201,21.447134960301124,8.0,71792630,263012511,985.0,3.03,,
IN-RJ,2018-10,667.5,8856208,1867165,48899640,31339,23.84610885754127,0,878682338,44.13289591593587,25.0,62437089,424939911,9559.0,13.93,,
IN-SK,2012-07,162.56,5266309,3488036,6668780,28333,86.93659052015141,0,32027435,47.103268325062686,,78004778,332170134,148.0,6.11,,
IN-BR,2015-08,0.0,9821943,3339301,7545178,2245,83.2442534908842,1,264494179,49.39592360412235,14.0,29747492,384076140,3692.0,-0.93,,
IN-DN,2022-05,111.89,5134602,3693710,18135113,41787,88.4191602031402,1,606822000,,36.0,93793542,405036030,2086.0,10.89,,
IN-GA,2010-11,0.0,1102355,240525,21865761,30431,49.83377443946612,0,895075662,31.020534771152736,28.0,31871454,59801290,9004.0,-2.83,,
IN-JK,2012-05,401.81,8387965,1376056,29709027,14722,61.366518702254545,1,119751668,31.643136836516884,4.0,45789330,95081451,3045.0,-1.31,,
IN-KA,2023-02,345.99,5775782,754906,13170579,37690,97.98900123298147,0,256959977,12.59227758839881,17.0,88326119,300310005,7754.0,-2.75,,
IN-KL,2012-05,107.37,6545953,1871197,24672964,30963,86.52776909098152,1,584571054,31.784228204621083,15.0,2782476,182590579,8716.0,6.71,,
IN-OR,2023-04,41.55,4155187,3649490,43172609,34505,72.65843009205798,0,376051014,11.02905529916805,6.0,50423610,369599868,7140.0,5.4,,
IN-SK,2023-12,0.0,7136931,4643621,8007120,9691,28.784190280666376,0,287892615,49.44679411907721,25.0,27438466,370327296,8210.0,-4.09,,
IN-CH,2010-03,215.66,6812413,4380113,19113340,19655,18.68060174128291,1,363421958,4.234546914587506,15.0,73068755,181815693,1097.0,0.3,,
IN-PY,2020-11,337.55,2425767,3124900,8020362,31172,78.15036875033194,1,850925317,46.03585322249234,32.0,55889978,158540897,6379.0,7.12,,
IN-MZ,2023-04,0.0,8205443,3336055,35393202,21839,49.1150919507952,1,661675090,2.780705174222553,36.0,36318183,3967280,4577.0,6.54,,
IN-KL,2020-05,165.19,1546385,2046403,24945010,17175,80.3463099385516,0,592531904,6.213712154641183,7.0,15406212,467930435,9709.0,-4.46,,
IN-CH,2015-02,0.0,2387194,206873,42143639,17700,55.62534990003034,1,258051551,20.163736657765423,4.0,78892346,103957550,4272.0,1.15,,
IN-BR,2024-12,130.39,4599571,236661,18911393,8522,49.854371435227996,0,928960057,,19.0,19234759,17203333,7293.0,3.86,,
IN-JH,2023-09,50.04,5059686,2976644,15586224,27898,,1,303056129,,5.0,85437629,419813456,184.0,-4.69,,
IN-TR,2025-01,344.66,2988577,3035818,47830456,49576,60.6736800501797,1,616973110,45.69596501164967,,54183532,410208545,5407.0,-0.57,,
IN-MZ,2022-05,201.73,1655977,2252421,36013061,24696,86.8617108940036,1,555233534,43.997750232477735,19.0,84718494,124361658,748.0,13.56,,
IN-UT,2020-09,307.77,8333439,868534,30529332,21400,63.39758053377024,0,920435320,21.037149346879396,31.0,64051677,282258734,8375.0,-3.41,,
IN-WB,2015-12,253.25,6376278,2982096,15991812,26279,,1,812679480,33.38670296578491,27.0,67868439,114733673,5084.0,-2.97,,
IN-WB,2016-01,119.8,6817834,494914,4804936,32077,,0,827560890,27.46443310004174,22.0,73437907,108395159,,12.6,,
IN-RJ,2012-05,42.53,9243185,4954657,1985886,17193,94.15220907177842,0,542376163,19.097658563411134,34.0,74597888,227650604,3524.0,12.58,,
IN-PY,2025-05,0.0,8571659,1771995,5320344,42980,34.325231479981774,0,833663232,42.763658722655656,,9472945,344189016,2141.0,11.21,,
IN-CH,2023-08,15.67,6605220,3096775,39486719,28069,23.369120060570005,0,910319482,49.234028195279116,23.0,73572402,89945722,973.0,13.04,,
IN-CH,2019-10,393.31,5138237,2597986,31153461,40484,73.3693378481386,1,172519127,48.35343478231867,17.0,39435620,315914316,184.0,13.99,,
IN-TN,2018-04,877.86,6799624,2779670,22455627,48378,65.00288767777633,0,313326861,10.499637512619254,7.0,27979050,63635119,4706.0,7.77,,
IN-AN,2018-05,346.99,3706179,4828437,21985749,12508,5.132728018774946,0,175982558,9.909321588060289,5.0,62541169,170077819,8569.0,0.86,,
IN-GJ,2018-09,0.0,1825208,122878,45871173,20974,99.27646113002316,0,503152522,28.905127431962786,,94673734,276050367,7050.0,1.25,,
IN-ML,2024-10,0.0,866771,3875901,49599818,43059,,1,600782496,49.506082681399924,4.0,52897808,412391866,3799.0,11.33,,
IN-MP,2016-09,483.75,7642673,3873183,40386150,9737,80.6223860061313,0,711111903,1.7893911076767355,,97808351,40336714,6076.0,13.09,,
IN-CT,2012-07,546.59,3804534,2504985,34788348,29446,17.30453439811607,0,326851919,49.68469398746305,1.0,92296802,307075507,,4.8,,
IN-HR,2019-05,0.0,4234824,2528321,12231930,7628,99.35392465104331,0,154484382,20.259491444156414,1.0,31791711,383437041,537.0,-0.14,,
IN-PB,2019-10,386.04,9781970,1638809,19715056,29420,48.359934448146,1,111256156,2.6108377518326007,4.0,35602989,433509238,1274.0,4.32,,
IN-CH,2016-05,322.0,6337066,2676662,47936354,43386,12.205404675985243,1,157666656,33.17548508954334,,81295732,322401813,8577.0,10.89,,
IN-KL,2013-09,65.21,185129,737909,6293318,36699,76.9198932635938,0,884631824,45.15063347544424,1.0,93605411,430032290,2547.0,13.1,,
IN-SK,2018-03,0.0,2730738,866695,31327472,3154,35.10971455663564,0,312446174,0.5023606652575396,15.0,13408396,320763800,7542.0,-1.89,,
IN-UT,2025-06,161.28,1744379,1800896,21778244,30919,57.23167951371265,0,257993515,,9.0,69229717,48720937,2256.0,8.4,,
IN-CT,2021-08,1071.62,2947516,2236329,93415,21101,82.01493499065882,1,141611749,39.370128933359744,24.0,47000426,149251213,387.0,-0.14,,
IN-NL,2024-07,413.9,6769251,4190787,21977983,10043,74.75358387284847,0,13686570,26.607176412606577,10.0,31427991,162822702,5939.0,9.41,,
IN-HR,2018-06,106.47,5988595,737254,6508011,44519,5.717415151003635,1,227835180,19.76438526268925,16.0,98234778,495258513,5240.0,2.67,,
IN-UT,2010-02,102.6,5864265,1927708,38472596,14048,34.04780829958873,0,655901990,12.81079976012528,14.0,21572049,206316087,2275.0,0.29,,
IN-MH,2017-08,398.49,1524035,1565427,23519422,25815,,1,868647207,13.804649848653956,34.0,8805073,339107309,7458.0,-0.56,,
IN-AN,2025-04,66.51,9381575,2921859,39425921,7391,83.91042909915573,0,831198130,4.9645460018875545,29.0,75929656,469069649,1058.0,9.39,,
IN-CT,2012-09,578.28,4884766,187582,31866014,24034,45.489581658577535,1,314965656,46.8866544707987,30.0,45415135,397001682,9115.0,8.74,,
IN-CT,2023-03,0.0,914529,4111796,49101261,13260,83.95825544604158,0,931569571,0.2767680285392038,20.0,88418372,288606904,8613.0,6.62,,
IN-TR,2023-01,629.85,6151724,3764427,28703595,23028,44.81676603211571,0,753382822,18.253663720164443,31.0,53585988,230417325,8353.0,4.69,,
IN-NL,2024-03,803.78,1699602,2854853,21065044,20914,70.39477061142281,0,475772357,12.780697356149512,7.0,18729709,399599663,6672.0,-0.6,,
IN-KA,2014-08,0.0,8649279,130767,43400200,30967,60.46172317861905,1,254225668,,8.0,33165319,338699658,6763.0,8.22,,
IN-UT,2017-01,132.99,2097251,3435052,22025301,3641,78.91186087631705,1,242540631,13.640376749154164,6.0,23579931,277318469,1455.0,-4.66,,
